contig-100_0	63727
contig-100_1	50823
contig-100_2	43550
contig-100_3	42888
contig-100_4	40747
contig-100_5	36933
contig-100_6	32522
contig-100_7	29461
contig-100_8	26580
contig-100_9	25325
contig-100_10	24966
contig-100_11	23030
contig-100_12	22964
contig-100_13	22807
contig-100_14	22366
contig-100_15	21037
contig-100_16	19696
contig-100_17	18132
contig-100_18	17970
contig-100_19	17674
contig-100_20	17153
contig-100_21	16979
contig-100_22	16938
contig-100_23	16567
contig-100_24	16194
contig-100_25	16035
contig-100_26	15631
contig-100_27	15548
contig-100_28	14821
contig-100_29	14679
contig-100_30	14673
contig-100_31	14595
contig-100_32	14439
contig-100_33	14326
contig-100_34	14112
contig-100_35	14040
contig-100_36	13528
contig-100_37	13501
contig-100_38	13361
contig-100_39	13008
contig-100_40	12932
contig-100_41	12557
contig-100_42	12395
contig-100_43	12283
contig-100_44	12145
contig-100_45	12137
contig-100_46	12111
contig-100_47	11949
contig-100_48	11723
contig-100_49	11681
contig-100_50	11613
contig-100_51	11578
contig-100_52	11559
contig-100_53	11440
contig-100_54	11429
contig-100_55	11392
contig-100_56	11154
contig-100_57	11097
contig-100_58	11023
contig-100_59	10847
contig-100_60	10796
contig-100_61	10671
contig-100_62	10490
contig-100_63	10476
contig-100_64	10214
contig-100_65	10208
contig-100_66	10202
contig-100_67	10028
contig-100_68	9931
contig-100_69	9774
contig-100_70	9709
contig-100_71	9706
contig-100_72	9705
contig-100_73	9683
contig-100_74	9616
contig-100_75	9604
contig-100_76	9566
contig-100_77	9460
contig-100_78	9445
contig-100_79	9442
contig-100_80	9101
contig-100_81	9037
contig-100_82	8877
contig-100_83	8775
contig-100_84	8763
contig-100_85	8714
contig-100_86	8673
contig-100_87	8533
contig-100_88	8361
contig-100_89	8168
contig-100_90	8154
contig-100_91	8065
contig-100_92	7994
contig-100_93	7848
contig-100_94	7762
contig-100_95	7739
contig-100_96	7708
contig-100_97	7648
contig-100_98	7646
contig-100_99	7627
contig-100_100	7585
contig-100_101	7544
contig-100_102	7533
contig-100_103	7520
contig-100_104	7513
contig-100_105	7485
contig-100_106	7467
contig-100_107	7459
contig-100_108	7406
contig-100_109	7372
contig-100_110	7371
contig-100_111	7356
contig-100_112	7349
contig-100_113	7306
contig-100_114	7210
contig-100_115	7203
contig-100_116	7162
contig-100_117	7136
contig-100_118	7118
contig-100_119	7115
contig-100_120	7112
contig-100_121	7094
contig-100_122	7052
contig-100_123	7017
contig-100_124	6989
contig-100_125	6981
contig-100_126	6974
contig-100_127	6901
contig-100_128	6900
contig-100_129	6866
contig-100_130	6858
contig-100_131	6817
contig-100_132	6815
contig-100_133	6814
contig-100_134	6766
contig-100_135	6751
contig-100_136	6712
contig-100_137	6703
contig-100_138	6641
contig-100_139	6637
contig-100_140	6544
contig-100_141	6535
contig-100_142	6518
contig-100_143	6482
contig-100_144	6470
contig-100_145	6396
contig-100_146	6261
contig-100_147	6254
contig-100_148	6232
contig-100_149	6211
contig-100_150	6208
contig-100_151	6171
contig-100_152	6151
contig-100_153	6123
contig-100_154	6104
contig-100_155	6096
contig-100_156	6074
contig-100_157	6035
contig-100_158	6018
contig-100_159	6011
contig-100_160	5989
contig-100_161	5982
contig-100_162	5955
